x,y
26,18
26,19
26,19
26,19
26,19
26,19
26,19
26,20
26,20
26,28
26,28
26,28
26,29
26,29
26,29
26,29
26,29
26,30
26,30
26,30
26,30
26,30
26,30
26,30
26,30
26,30
26,31
26,31
26,31
26,31
26,31
26,31
26,31
26,31
26,32
26,32
26,32
26,32
26,32
26,33
26,33
26,33
26,33
26,34
26,35
26,35
26,36
26,36
26,37
26,37
26,37
26,38
26,38
26,38
26,38
26,39
26,39
26,39
26,39
26,40
26,40
26,40
26,40
26,40
26,40
26,40
26,40
26,40
26,40
26,40
26,41
26,41
26,41
26,41
26,41
26,41
26,41
26,41
26,41
26,41
26,41
26,41
26,41
26,42
26,42
26,42
26,42
26,42
26,42
26,42
26,42
26,42
26,42
26,43
26,43
26,43
26,43
26,43
26,43
26,43
26,43
26,43
26,43
26,43
26,44
26,44
26,44
26,44
26,44
26,44
26,44
26,44
26,44
26,44
26,44
26,44
26,44
26,44
26,45
26,45
26,45
26,45
26,45
26,45
26,45
26,45
26,45
26,45
26,45
26,45
26,45
26,45
26,45
26,46
26,46
26,46
26,46
26,46
26,46
26,46
26,46
26,46
26,46
26,46
26,46
26,47
26,47
26,47
26,47
26,47
26,47
26,47
26,47
26,47
26,47
26,48
26,48
26,48
26,48
26,48
26,48
26,48
26,48
26,48
26,49
26,49
26,50
26,50
26,50
26,50
26,51
27,8
27,8
27,9
27,9
27,10
27,10
27,10
27,11
27,11
27,11
27,11
27,11
27,12
27,12
27,12
27,12
27,13
27,13
27,14
27,14
27,28
27,28
27,28
27,29
27,29
27,29
27,29
27,29
27,30
27,30
27,30
27,30
27,30
27,31
27,31
27,31
27,32
27,32
27,33
27,33
27,33
27,33
27,34
27,34
27,34
27,35
27,35
27,36
27,36
27,36
27,37
27,37
27,37
27,37
27,38
27,38
27,38
27,38
27,38
27,38
27,39
27,39
27,39
27,39
27,40
27,40
27,40
27,40
27,40
27,40
27,40
27,40
27,40
27,40
27,41
27,41
27,41
27,41
27,41
27,41
27,41
27,41
27,41
27,41
27,41
27,42
27,42
27,42
27,42
27,42
27,42
27,42
27,42
27,42
27,43
27,43
27,43
27,43
27,43
27,43
27,43
27,43
27,43
27,44
27,44
27,44
27,44
27,44
27,44
27,44
27,44
27,44
27,44
27,44
27,44
27,45
27,45
27,45
27,45
27,45
27,45
27,45
27,45
27,45
27,45
27,45
27,45
27,46
27,46
27,46
27,46
27,46
27,46
27,46
27,46
27,46
27,47
27,47
27,47
27,47
27,47
27,47
27,47
27,47
27,47
27,48
27,48
27,48
27,48
27,48
27,48
27,48
27,48
27,48
27,48
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,49
27,50
27,50
27,50
27,51
27,52
28,9
28,9
28,9
28,9
28,9
28,9
28,9
28,9
28,10
28,10
28,10
28,10
28,10
28,11
28,11
28,11
28,11
28,11
28,11
28,12
28,12
28,12
28,12
28,13
28,13
28,13
28,14
28,14
28,14
28,15
28,15
28,16
28,16
28,17
28,27
28,27
28,27
28,27
28,28
28,28
28,28
28,28
28,28
28,28
28,28
28,29
28,29
28,29
28,29
28,30
28,31
28,31
28,31
28,32
28,32
28,32
28,33
28,33
28,33
28,33
28,33
28,34
28,34
28,34
28,34
28,35
28,35
28,35
28,36
28,36
28,36
28,37
28,37
28,37
28,37
28,38
28,38
28,38
28,38
28,38
28,38
28,38
28,39
28,39
28,39
28,39
28,39
28,40
28,40
28,40
28,40
28,40
28,40
28,40
28,40
28,40
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,41
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,42
28,43
28,43
28,43
28,43
28,43
28,43
28,43
28,43
28,44
28,44
28,44
28,44
28,44
28,44
28,44
28,44
28,44
28,45
28,45
28,45
28,45
28,45
28,45
28,45
28,45
28,45
28,45
28,45
28,46
28,46
28,46
28,46
28,46
28,46
28,46
28,46
28,46
28,46
28,46
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,47
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,48
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,49
28,50
28,51
28,51
29,9
29,9
29,9
29,9
29,9
29,9
29,9
29,9
29,9
29,9
29,10
29,10
29,10
29,10
29,10
29,10
29,11
29,11
29,11
29,11
29,11
29,11
29,12
29,12
29,12
29,12
29,12
29,13
29,13
29,13
29,13
29,13
29,14
29,14
29,14
29,14
29,14
29,15
29,15
29,15
29,15
29,15
29,16
29,16
29,16
29,16
29,17
29,17
29,17
29,27
29,27
29,27
29,27
29,27
29,27
29,27
29,27
29,28
29,28
29,28
29,28
29,28
29,28
29,28
29,28
29,28
29,29
29,29
29,29
29,29
29,30
29,30
29,31
29,31
29,31
29,32
29,32
29,32
29,33
29,33
29,33
29,33
29,33
29,34
29,34
29,34
29,34
29,34
29,34
29,35
29,35
29,35
29,35
29,35
29,36
29,36
29,36
29,36
29,36
29,37
29,37
29,37
29,37
29,37
29,37
29,38
29,38
29,38
29,38
29,38
29,38
29,38
29,39
29,39
29,39
29,39
29,39
29,40
29,40
29,40
29,40
29,40
29,40
29,40
29,40
29,40
29,40
29,41
29,41
29,41
29,41
29,41
29,41
29,41
29,41
29,41
29,41
29,41
29,42
29,42
29,42
29,42
29,42
29,42
29,42
29,42
29,42
29,42
29,42
29,43
29,43
29,43
29,43
29,43
29,43
29,43
29,43
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,44
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,45
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,46
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,47
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,48
29,49
29,49
29,49
29,49
29,50
29,50
29,51
30,8
30,8
30,8
30,8
30,11
30,11
30,11
30,12
30,12
30,12
30,12
30,13
30,13
30,13
30,13
30,13
30,13
30,14
30,14
30,14
30,14
30,14
30,14
30,15
30,15
30,15
30,15
30,15
30,15
30,15
30,16
30,16
30,16
30,16
30,16
30,16
30,16
30,16
30,17
30,17
30,17
30,17
30,18
30,18
30,18
30,27
30,27
30,27
30,27
30,27
30,27
30,27
30,27
30,28
30,28
30,28
30,28
30,28
30,28
30,28
30,28
30,29
30,29
30,29
30,29
30,30
30,31
30,31
30,32
30,32
30,32
30,33
30,33
30,33
30,33
30,34
30,34
30,34
30,34
30,34
30,34
30,35
30,35
30,35
30,35
30,35
30,36
30,36
30,36
30,36
30,36
30,37
30,37
30,37
30,37
30,37
30,38
30,38
30,38
30,38
30,38
30,38
30,38
30,39
30,39
30,39
30,39
30,39
30,40
30,40
30,40
30,40
30,40
30,40
30,41
30,41
30,41
30,41
30,41
30,41
30,41
30,42
30,42
30,42
30,42
30,42
30,42
30,43
30,43
30,43
30,43
30,43
30,43
30,43
30,44
30,44
30,44
30,44
30,44
30,44
30,44
30,45
30,45
30,45
30,45
30,45
30,45
30,45
30,46
30,46
30,46
30,46
30,46
30,46
30,46
30,47
30,47
30,47
30,47
30,47
30,48
30,48
30,49
30,49
30,50
30,50
30,51
31,11
31,11
31,12
31,12
31,12
31,13
31,13
31,13
31,13
31,14
31,14
31,14
31,14
31,14
31,14
31,15
31,15
31,15
31,15
31,15
31,15
31,16
31,16
31,16
31,16
31,16
31,16
31,16
31,16
31,17
31,17
31,17
31,17
31,17
31,18
31,18
31,18
31,19
31,27
31,27
31,27
31,27
31,27
31,27
31,27
31,28
31,28
31,28
31,28
31,28
31,28
31,28
31,28
31,29
31,29
31,31
31,31
31,32
31,32
31,32
31,33
31,33
31,33
31,33
31,34
31,34
31,34
31,34
31,35
31,35
31,35
31,36
31,36
31,36
31,37
31,37
31,37
31,38
31,38
31,38
31,38
31,38
31,38
31,38
31,39
31,39
31,39
31,39
31,40
31,40
31,40
31,41
31,41
31,41
31,42
31,42
31,42
31,43
31,43
31,44
31,44
31,45
31,45
31,46
31,46
31,46
31,46
31,47
31,47
31,47
31,47
31,48
31,48
31,48
31,49
31,50
31,51
32,11
32,12
32,12
32,13
32,13
32,13
32,14
32,14
32,14
32,14
32,15
32,15
32,15
32,15
32,16
32,16
32,16
32,16
32,16
32,17
32,17
32,17
32,17
32,17
32,18
32,18
32,18
32,18
32,19
32,19
32,19
32,27
32,27
32,28
32,28
32,28
32,28
32,28
32,29
32,29
32,31
32,31
32,32
32,32
32,33
32,33
32,34
32,34
32,34
32,34
32,35
32,35
32,36
32,36
32,37
32,37
32,38
32,38
32,38
32,38
32,38
32,39
32,39
32,39
32,40
32,40
32,40
32,41
32,41
32,41
32,42
32,42
32,43
32,43
32,44
32,44
32,45
32,45
32,45
32,46
32,46
32,47
32,48
32,48
32,48
32,49
32,49
32,50
33,7
33,7
33,8
33,14
33,14
33,15
33,15
33,16
33,16
33,16
33,16
33,17
33,17
33,18
33,18
33,19
33,28
33,28
33,29
33,29
33,29
33,29
33,30
33,30
33,30
33,30
33,30
33,31
33,31
33,31
33,31
33,32
33,32
33,32
33,32
33,32
33,33
33,33
33,33
33,33
33,34
33,34
33,34
33,35
33,35
33,36
33,36
33,37
33,37
33,38
33,38
33,39
33,39
33,39
33,40
33,40
33,40
33,40
33,40
33,40
33,40
33,41
33,41
33,41
33,41
33,41
33,42
33,42
33,42
33,42
33,42
33,43
33,43
33,43
33,43
33,43
33,44
33,44
33,44
33,44
33,44
33,44
33,45
33,45
33,45
33,45
33,45
33,46
33,46
33,46
33,46
33,46
33,47
33,47
33,47
33,47
33,48
33,48
33,49
33,49
33,50
33,50
34,7
34,7
34,8
34,15
34,16
34,17
34,17
34,17
34,28
34,28
34,28
34,29
34,29
34,29
34,29
34,30
34,30
34,30
34,30
34,30
34,31
34,31
34,31
34,31
34,31
34,31
34,32
34,32
34,32
34,32
34,32
34,32
34,32
34,33
34,33
34,33
34,33
34,33
34,33
34,34
34,35
34,35
34,36
34,36
34,37
34,37
34,37
34,38
34,38
34,38
34,38
34,39
34,39
34,39
34,39
34,40
34,40
34,40
34,40
34,40
34,40
34,40
34,40
34,40
34,41
34,41
34,41
34,41
34,41
34,41
34,41
34,41
34,41
34,42
34,42
34,42
34,42
34,42
34,42
34,42
34,42
34,42
34,42
34,43
34,43
34,43
34,43
34,43
34,43
34,43
34,43
34,43
34,43
34,43
34,44
34,44
34,44
34,44
34,44
34,44
34,44
34,45
34,45
34,45
34,45
34,45
34,45
34,45
34,46
34,46
34,46
34,46
34,46
34,46
34,46
34,47
34,47
34,47
34,47
34,47
34,47
34,48
34,48
34,48
34,48
34,49
34,50
34,50
34,50
35,15
35,16
35,16
35,16
35,17
35,17
35,17
35,18
35,18
35,18
35,18
35,19
35,20
35,21
35,28
35,28
35,29
35,29
35,29
35,29
35,29
35,30
35,30
35,30
35,30
35,31
35,31
35,31
35,31
35,31
35,32
35,32
35,32
35,32
35,32
35,32
35,33
35,33
35,33
35,33
35,33
35,33
35,34
35,34
35,35
35,35
35,35
35,36
35,36
35,36
35,37
35,37
35,37
35,37
35,38
35,38
35,38
35,38
35,39
35,39
35,39
35,40
35,40
35,40
35,41
35,41
35,41
35,41
35,41
35,41
35,41
35,41
35,41
35,41
35,42
35,42
35,42
35,42
35,42
35,42
35,42
35,42
35,42
35,42
35,43
35,43
35,43
35,43
35,43
35,43
35,43
35,43
35,44
35,44
35,44
35,45
35,45
35,45
35,46
35,46
35,47
35,47
35,48
35,48
35,49
35,50
35,50
36,14
36,15
36,15
36,15
36,16
36,16
36,16
36,17
36,17
36,17
36,17
36,18
36,18
36,18
36,18
36,19
36,19
36,19
36,19
36,19
36,19
36,20
36,20
36,21
36,21
36,22
36,23
36,23
36,24
36,24
36,25
36,26
36,28
36,29
36,29
36,29
36,29
36,30
36,30
36,30
36,30
36,31
36,31
36,31
36,31
36,31
36,32
36,32
36,32
36,32
36,32
36,32
36,33
36,33
36,33
36,33
36,33
36,34
36,34
36,34
36,34
36,34
36,35
36,35
36,35
36,35
36,35
36,36
36,36
36,36
36,36
36,36
36,37
36,37
36,37
36,38
36,38
36,38
36,39
36,39
36,40
36,40
36,41
36,41
36,42
36,42
36,42
36,43
36,43
36,44
36,44
36,45
36,46
36,47
36,47
36,48
36,48
36,49
36,49
36,50
37,14
37,14
37,15
37,15
37,15
37,15
37,15
37,16
37,16
37,16
37,16
37,16
37,16
37,16
37,17
37,17
37,17
37,17
37,17
37,17
37,17
37,18
37,18
37,18
37,18
37,18
37,19
37,19
37,19
37,19
37,19
37,19
37,19
37,19
37,20
37,20
37,20
37,20
37,20
37,20
37,20
37,20
37,20
37,21
37,21
37,21
37,22
37,22
37,23
37,23
37,23
37,23
37,24
37,24
37,24
37,25
37,25
37,26
37,28
37,29
37,30
37,31
37,31
37,31
37,32
37,32
37,32
37,33
37,33
37,33
37,34
37,34
37,35
37,35
37,36
37,36
37,37
37,40
37,54
37,55
37,55
37,56
37,56
37,57
38,15
38,15
38,15
38,15
38,16
38,16
38,16
38,16
38,16
38,17
38,17
38,17
38,17
38,17
38,17
38,17
38,17
38,18
38,18
38,18
38,18
38,18
38,18
38,18
38,18
38,18
38,18
38,19
38,19
38,19
38,19
38,19
38,19
38,19
38,19
38,19
38,20
38,20
38,20
38,20
38,20
38,20
38,20
38,20
38,20
38,20
38,21
38,21
38,21
38,21
38,21
38,21
38,21
38,21
38,22
38,22
38,22
38,23
38,23
38,23
38,24
38,24
38,24
38,24
38,24
38,25
38,25
38,25
38,25
38,26
38,26
38,26
38,26
38,26
38,27
38,27
38,28
38,29
38,29
38,30
38,30
38,30
38,31
38,31
38,32
38,32
38,34
38,34
38,35
38,36
38,50
38,53
38,54
38,54
38,55
38,55
38,55
38,56
38,56
38,56
39,15
39,16
39,16
39,16
39,16
39,17
39,17
39,17
39,17
39,17
39,17
39,18
39,18
39,18
39,18
39,18
39,18
39,18
39,18
39,19
39,19
39,19
39,19
39,19
39,19
39,19
39,19
39,19
39,19
39,19
39,19
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,20
39,21
39,21
39,21
39,21
39,21
39,21
39,21
39,21
39,21
39,21
39,21
39,21
39,22
39,22
39,22
39,22
39,22
39,22
39,22
39,22
39,22
39,22
39,22
39,22
39,22
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,23
39,24
39,24
39,24
39,24
39,24
39,24
39,25
39,25
39,26
39,26
39,26
39,26
39,27
39,27
39,27
39,27
39,27
39,28
39,28
39,28
39,28
39,29
39,29
39,30
39,30
39,31
39,35
39,40
39,41
39,42
39,46
39,46
39,47
39,47
39,47
39,48
39,48
39,48
39,49
39,49
39,49
39,49
39,50
39,50
39,50
39,50
39,51
39,51
39,51
39,52
39,52
39,52
39,53
39,53
39,53
39,54
39,54
39,54
39,54
39,55
39,55
39,55
39,55
39,55
39,56
39,56
39,56
39,56
39,56
39,56
39,57
39,57
39,57
39,57
39,57
40,15
40,17
40,17
40,17
40,17
40,18
40,18
40,18
40,18
40,18
40,18
40,18
40,19
40,19
40,19
40,19
40,19
40,19
40,19
40,19
40,20
40,20
40,20
40,20
40,20
40,20
40,20
40,20
40,20
40,21
40,21
40,21
40,21
40,21
40,21
40,21
40,21
40,21
40,21
40,21
40,21
40,21
40,22
40,22
40,22
40,22
40,22
40,22
40,22
40,22
40,22
40,22
40,22
40,22
40,22
40,22
40,22
40,22
40,23
40,23
40,23
40,23
40,23
40,23
40,23
40,23
40,23
40,23
40,23
40,23
40,23
40,23
40,23
40,24
40,24
40,24
40,24
40,24
40,24
40,24
40,24
40,24
40,24
40,24
40,25
40,25
40,25
40,25
40,25
40,26
40,26
40,26
40,27
40,27
40,27
40,27
40,28
40,28
40,28
40,28
40,29
40,29
40,29
40,30
40,30
40,30
40,31
40,39
40,40
40,41
40,43
40,44
40,44
40,45
40,45
40,45
40,46
40,46
40,46
40,46
40,46
40,47
40,47
40,47
40,47
40,48
40,48
40,48
40,48
40,49
40,49
40,49
40,49
40,50
40,50
40,50
40,50
40,50
40,51
40,51
40,51
40,51
40,51
40,52
40,52
40,52
40,52
40,52
40,53
40,53
40,53
40,53
40,53
40,53
40,54
40,54
40,54
40,54
40,54
40,54
40,55
40,55
40,55
40,55
40,55
40,55
40,55
40,55
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,56
40,57
40,57
40,57
40,57
40,57
40,57
40,57
40,57
40,57
40,58
40,58
40,58
40,58
40,58
40,58
40,58
40,58
40,59
40,59
40,59
40,59
40,59
40,59
40,59
40,60
40,60
40,60
40,60
40,60
40,61
40,61
40,61
41,16
41,17
41,17
41,17
41,18
41,18
41,18
41,18
41,18
41,19
41,19
41,19
41,19
41,20
41,20
41,20
41,20
41,20
41,20
41,21
41,21
41,21
41,21
41,21
41,21
41,21
41,21
41,22
41,22
41,22
41,22
41,22
41,22
41,22
41,22
41,22
41,22
41,23
41,23
41,23
41,23
41,23
41,23
41,23
41,23
41,23
41,23
41,23
41,23
41,24
41,24
41,24
41,24
41,24
41,24
41,24
41,24
41,24
41,24
41,24
41,24
41,25
41,25
41,25
41,25
41,25
41,25
41,25
41,25
41,26
41,26
41,27
41,27
41,27
41,27
41,28
41,28
41,28
41,29
41,29
41,29
41,29
41,30
41,30
41,30
41,30
41,31
41,31
41,31
41,32
41,32
41,33
41,34
41,38
41,38
41,39
41,39
41,40
41,40
41,40
41,41
41,41
41,42
41,42
41,42
41,43
41,43
41,43
41,43
41,43
41,43
41,44
41,44
41,44
41,44
41,44
41,44
41,45
41,45
41,45
41,45
41,45
41,46
41,46
41,46
41,46
41,46
41,46
41,47
41,47
41,47
41,47
41,47
41,47
41,48
41,48
41,48
41,48
41,48
41,48
41,49
41,49
41,49
41,49
41,49
41,49
41,50
41,50
41,50
41,50
41,50
41,50
41,51
41,51
41,51
41,51
41,51
41,51
41,52
41,52
41,52
41,52
41,52
41,52
41,52
41,53
41,53
41,53
41,53
41,53
41,53
41,53
41,53
41,53
41,53
41,54
41,54
41,54
41,54
41,54
41,54
41,54
41,54
41,54
41,54
41,54
41,55
41,55
41,55
41,55
41,55
41,55
41,55
41,55
41,55
41,55
41,55
41,56
41,56
41,56
41,56
41,56
41,56
41,56
41,56
41,56
41,56
41,57
41,57
41,57
41,57
41,57
41,57
41,57
41,57
41,57
41,57
41,58
41,58
41,58
41,58
41,58
41,58
41,58
41,58
41,59
41,59
41,59
41,59
41,59
41,59
41,59
41,60
41,60
41,60
41,60
41,60
41,61
41,61
41,61
41,62
42,15
42,16
42,16
42,16
42,17
42,17
42,17
42,18
42,18
42,18
42,19
42,19
42,19
42,20
42,20
42,20
42,21
42,21
42,21
42,21
42,21
42,21
42,22
42,22
42,22
42,22
42,22
42,22
42,22
42,22
42,23
42,23
42,23
42,23
42,23
42,23
42,23
42,23
42,23
42,24
42,24
42,24
42,24
42,24
42,24
42,24
42,25
42,25
42,25
42,25
42,25
42,25
42,25
42,25
42,26
42,26
42,26
42,27
42,27
42,27
42,27
42,28
42,28
42,28
42,28
42,29
42,29
42,29
42,30
42,30
42,30
42,31
42,31
42,31
42,32
42,32
42,32
42,33
42,33
42,33
42,34
42,34
42,34
42,35
42,36
42,39
42,40
42,40
42,41
42,42
42,42
42,42
42,42
42,42
42,42
42,43
42,43
42,43
42,43
42,43
42,43
42,43
42,43
42,44
42,44
42,44
42,44
42,44
42,44
42,44
42,44
42,44
42,45
42,45
42,45
42,45
42,45
42,45
42,45
42,45
42,45
42,45
42,46
42,46
42,46
42,46
42,46
42,46
42,46
42,46
42,47
42,47
42,47
42,47
42,47
42,47
42,47
42,48
42,48
42,48
42,48
42,48
42,48
42,48
42,49
42,49
42,49
42,49
42,49
42,49
42,50
42,50
42,50
42,50
42,50
42,51
42,51
42,51
42,52
42,52
42,52
42,52
42,52
42,52
42,53
42,53
42,53
42,53
42,53
42,53
42,53
42,54
42,54
42,54
42,54
42,54
42,54
42,54
42,54
42,55
42,55
42,55
42,55
42,55
42,55
42,55
42,55
42,55
42,55
42,56
42,56
42,56
42,56
42,56
42,56
42,56
42,56
42,56
42,56
42,57
42,57
42,57
42,57
42,57
42,57
42,57
42,57
42,57
42,58
42,58
42,58
42,58
42,58
42,58
42,58
42,58
42,58
42,59
42,59
42,59
42,59
42,59
42,59
42,60
42,60
42,60
42,60
42,60
42,61
42,61
42,61
42,62
42,62
43,15
43,15
43,16
43,16
43,16
43,17
43,17
43,17
43,18
43,18
43,18
43,19
43,19
43,19
43,20
43,20
43,20
43,21
43,21
43,21
43,22
43,22
43,22
43,22
43,22
43,23
43,23
43,23
43,23
43,23
43,23
43,24
43,24
43,24
43,24
43,24
43,24
43,25
43,25
43,25
43,25
43,25
43,26
43,26
43,27
43,27
43,27
43,27
43,27
43,28
43,28
43,28
43,28
43,29
43,29
43,30
43,31
43,32
43,32
43,33
43,33
43,33
43,33
43,34
43,34
43,34
43,35
43,35
43,35
43,35
43,36
43,36
43,36
43,36
43,37
43,37
43,37
43,37
43,37
43,37
43,37
43,37
43,38
43,38
43,38
43,38
43,38
43,38
43,38
43,39
43,39
43,39
43,39
43,39
43,39
43,39
43,40
43,40
43,40
43,40
43,40
43,40
43,41
43,41
43,41
43,41
43,41
43,41
43,41
43,41
43,42
43,42
43,42
43,42
43,42
43,42
43,42
43,42
43,42
43,42
43,42
43,42
43,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
43,43
43,44
43,44
43,44
43,44
43,44
43,44
43,44
43,44
43,44
43,44
43,44
43,44
43,45
43,45
43,45
43,45
43,45
43,45
43,45
43,45
43,45
43,45
43,45
43,45
43,46
43,46
43,46
43,46
43,46
43,46
43,46
43,46
43,46
43,46
43,47
43,47
43,47
43,47
43,47
43,47
43,47
43,47
43,48
43,48
43,48
43,48
43,48
43,48
43,49
43,49
43,49
43,52
43,52
43,53
43,53
43,53
43,53
43,53
43,54
43,54
43,54
43,54
43,54
43,54
43,54
43,54
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,55
43,56
43,56
43,56
43,56
43,56
43,56
43,56
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,57
43,58
43,58
43,58
43,58
43,58
43,58
43,58
43,59
43,59
43,59
43,59
43,59
43,60
43,60
43,60
43,60
43,60
43,61
43,61
43,62
44,15
44,15
44,16
44,16
44,16
44,17
44,17
44,17
44,18
44,18
44,18
44,19
44,19
44,20
44,20
44,20
44,21
44,21
44,21
44,22
44,22
44,22
44,22
44,23
44,23
44,23
44,24
44,24
44,24
44,24
44,25
44,25
44,25
44,26
44,27
44,27
44,27
44,27
44,27
44,28
44,28
44,28
44,28
44,28
44,29
44,29
44,29
44,30
44,30
44,30
44,31
44,31
44,32
44,32
44,33
44,33
44,34
44,34
44,34
44,35
44,35
44,35
44,35
44,36
44,36
44,36
44,36
44,36
44,36
44,37
44,37
44,37
44,37
44,37
44,37
44,37
44,38
44,38
44,38
44,38
44,38
44,38
44,38
44,38
44,39
44,39
44,39
44,39
44,39
44,39
44,39
44,39
44,39
44,40
44,40
44,40
44,40
44,40
44,40
44,40
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,41
44,42
44,42
44,42
44,42
44,42
44,42
44,42
44,42
44,42
44,42
44,42
44,42
44,42
44,43
44,43
44,43
44,43
44,43
44,43
44,43
44,43
44,43
44,43
44,43
44,43
44,43
44,43
44,43
44,44
44,44
44,44
44,44
44,44
44,44
44,44
44,44
44,44
44,44
44,44
44,44
44,44
44,44
44,44
44,45
44,45
44,45
44,45
44,45
44,45
44,45
44,45
44,45
44,45
44,45
44,45
44,45
44,45
44,46
44,46
44,46
44,46
44,46
44,46
44,46
44,46
44,46
44,46
44,47
44,47
44,47
44,47
44,47
44,47
44,47
44,48
44,48
44,52
44,52
44,53
44,53
44,53
44,53
44,54
44,54
44,54
44,54
44,54
44,54
44,55
44,55
44,55
44,55
44,55
44,55
44,56
44,56
44,56
44,56
44,56
44,56
44,56
44,57
44,57
44,57
44,57
44,57
44,57
44,57
44,58
44,58
44,58
44,58
44,58
44,58
44,58
44,58
44,59
44,59
44,59
44,59
44,59
44,60
44,60
44,60
44,61
45,16
45,17
45,17
45,17
45,18
45,18
45,18
45,19
45,19
45,19
45,20
45,20
45,20
45,21
45,21
45,21
45,22
45,22
45,22
45,23
45,23
45,23
45,24
45,24
45,28
45,28
45,28
45,29
45,29
45,29
45,37
45,37
45,38
45,38
45,38
45,39
45,39
45,39
45,39
45,40
45,40
45,40
45,40
45,40
45,40
45,40
45,41
45,41
45,41
45,41
45,41
45,41
45,41
45,41
45,41
45,41
45,41
45,41
45,42
45,42
45,42
45,42
45,42
45,42
45,42
45,42
45,42
45,42
45,42
45,42
45,42
45,42
45,43
45,43
45,43
45,43
45,43
45,43
45,43
45,43
45,43
45,43
45,43
45,43
45,43
45,43
45,43
45,43
45,44
45,44
45,44
45,44
45,44
45,44
45,44
45,44
45,44
45,44
45,44
45,44
45,44
45,44
45,44
45,45
45,45
45,45
45,45
45,45
45,45
45,45
45,45
45,45
45,45
45,45
45,45
45,45
45,46
45,46
45,46
45,46
45,46
45,46
45,46
45,46
45,46
45,46
45,47
45,47
45,47
45,47
45,47
45,47
45,53
45,53
45,53
45,54
45,54
45,54
45,54
45,55
45,55
45,55
45,55
45,56
45,56
45,56
45,56
45,56
45,57
45,57
45,57
45,57
45,57
45,57
45,58
45,58
45,58
45,58
45,58
45,59
45,59
45,60
46,17
46,17
46,18
46,18
46,19
46,19
46,19
46,20
46,20
46,20
46,21
46,21
46,22
46,22
46,22
46,23
46,23
46,28
46,28
46,28
46,29
46,29
46,29
46,30
46,30
46,40
46,40
46,40
46,41
46,41
46,41
46,41
46,41
46,41
46,41
46,42
46,42
46,42
46,42
46,42
46,42
46,42
46,42
46,42
46,42
46,42
46,42
46,43
46,43
46,43
46,43
46,43
46,43
46,43
46,43
46,43
46,43
46,43
46,43
46,43
46,43
46,43
46,43
46,44
46,44
46,44
46,44
46,44
46,44
46,44
46,44
46,44
46,44
46,44
46,44
46,44
46,44
46,44
46,45
46,45
46,45
46,45
46,45
46,45
46,45
46,45
46,45
46,45
46,45
46,45
46,45
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,47
46,47
46,47
46,53
46,53
46,54
46,54
46,54
46,55
46,55
46,55
46,56
46,56
46,56
46,57
46,57
46,57
46,57
46,57
46,58
46,58
46,58
46,58
46,59
47,19
47,19
47,20
47,20
47,20
47,21
47,21
47,22
47,22
47,22
47,23
47,25
47,25
47,26
47,26
47,26
47,27
47,27
47,27
47,27
47,28
47,28
47,28
47,28
47,28
47,28
47,28
47,28
47,28
47,29
47,29
47,29
47,29
47,29
47,30
47,30
47,30
47,30
47,31
47,42
47,42
47,42
47,42
47,42
47,42
47,43
47,43
47,43
47,43
47,43
47,43
47,43
47,43
47,43
47,43
47,43
47,43
47,43
47,44
47,44
47,44
47,44
47,44
47,44
47,44
47,44
47,44
47,44
47,44
47,44
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,45
47,46
47,46
47,46
47,46
47,46
47,46
47,46
47,46
47,46
47,47
47,47
47,47
47,47
47,56
47,56
48,20
48,20
48,20
48,21
48,21
48,22
48,22
48,25
48,25
48,26
48,26
48,26
48,27
48,27
48,27
48,27
48,27
48,27
48,27
48,27
48,27
48,27
48,28
48,28
48,28
48,28
48,28
48,28
48,28
48,28
48,28
48,28
48,29
48,29
48,29
48,29
48,29
48,29
48,29
48,29
48,29
48,29
48,29
48,30
48,30
48,30
48,30
48,30
48,30
48,31
48,31
48,31
48,42
48,42
48,43
